Accuracy,Precision,Recall,F1,AUC,TrainingTime,InferenceTime,Parameters,Channel
0.9296795523906409,0.0,0.0,0.0,0.259129700145703,1.3947629928588867,5.33846116065979,139161,A-2
0.9212752912323727,0.0,0.0,0.0,0.3103704638864341,1.3479454517364502,3.1637933254241943,139161,A-3
0.9301369863013699,0.0,0.0,0.0,0.3485719810561659,1.294431209564209,2.419447660446167,139161,A-4
0.9463708808959724,0.17672413793103448,0.41414141414141414,0.24773413897280966,0.7261968274292219,0.340228796005249,0.12766742706298828,139161,A-5
0.9641153758800818,0.3438914027149321,0.8539325842696629,0.49032258064516127,0.9476983742505456,0.3112297058105469,0.12134885787963867,139161,A-6
0.49285285285285285,0.0,0.0,0.0,0.2812010570627842,0.632784366607666,2.9100534915924072,139161,A-8
0.4890267175572519,0.0,0.0,0.0,0.231887865525202,0.3541233539581299,4.276729345321655,139161,A-9
0.9350763072304228,0.0,0.0,0.0,0.6188203281312524,1.156649112701416,1.486558198928833,139161,B-1
0.8071364046973803,0.4144144144144144,0.11274509803921569,0.17726396917148363,0.6093780535470003,1.049896240234375,0.06323838233947754,141111,C-1
0.8685657171414293,0.35,0.15021459227467812,0.21021021021021022,0.702670751364263,0.35634875297546387,0.05702400207519531,141111,C-2
0.6648540016550419,1.0,0.1298342541436464,0.22982885085574573,0.959436426082768,1.3471474647521973,2.0086123943328857,139161,D-1
0.9352391274895001,0.0,0.0,0.0,0.3936085122273695,1.2579665184020996,1.220489501953125,139161,D-11
0.7019572953736655,1.0,0.1438481197517342,0.25151611873603574,0.9188044828955126,0.14296221733093262,1.8612232208251953,139161,D-12
0.9253907789307763,0.028871391076115485,0.05263157894736842,0.03728813559322034,0.6492268500926694,0.6889832019805908,2.715190887451172,139161,D-13
0.8644660194174757,0.3798449612403101,0.1540880503144654,0.21923937360178972,0.592010042829715,1.7659921646118164,0.023924589157104492,141111,D-14
0.687381404174573,0.49056603773584906,0.0791476407914764,0.1363040629095675,0.6268232584046901,0.9952821731567383,0.060106515884399414,141111,D-15
0.6823914058851004,0.5887850467289719,0.09012875536480687,0.15632754342431762,0.6011788189587265,0.6759285926818848,0.06178164482116699,141111,D-16
0.9455001319609395,0.08465608465608465,0.32323232323232326,0.13417190775681342,0.329559804489608,1.3749847412109375,0.13121318817138672,139161,D-5
