Accuracy,Precision,Recall,F1,AUC,TrainingTime,InferenceTime,Parameters,Channel
0.6190866510538642,0.0506440281030445,0.9453551912568307,0.09613781606001667,0.7961510621310888,4.663877248764038,0.47904229164123535,565593,A-1
0.5732019452265165,0.0,0.0,0.0,0.2983918915093004,4.14104437828064,0.430264949798584,565593,A-2
0.5689080814312153,0.004935225169648365,0.056338028169014086,0.009075439591605219,0.3118988512329572,4.316784381866455,0.4457402229309082,565593,A-3
0.599624060150376,0.03226817042606516,0.49282296650717705,0.060570420464569244,0.4240178950200691,4.2142555713653564,0.43592357635498047,565593,A-4
0.586762464620074,0.023952095808383235,0.2953020134228188,0.044310171198388724,0.6826578631017464,1.0251579284667969,0.25433921813964844,565593,A-5
0.6455318171376062,0.07402912621359223,0.8776978417266187,0.1365416899832121,0.923919241445951,1.032660961151123,0.2515127658843994,565593,A-6
0.8539444379322471,0.6735052754982415,0.945679012345679,0.7867168777815816,0.9481378280427616,4.536428451538086,0.4761679172515869,565593,A-7
0.1829607250755287,0.053474320241691846,0.046517739816031536,0.04975404075895994,0.036425549803478875,1.1242072582244873,0.45225954055786133,565593,A-8
0.13630909527237822,0.0,0.0,0.0,9.36771946401343e-05,1.1295747756958008,0.45906734466552734,565593,A-9
0.6121601208459214,0.041561712846347604,0.7810650887573964,0.07892376681614349,0.6460758385814037,3.8208723068237305,0.4432079792022705,565593,B-1
0.6756007393715342,0.36143187066974597,0.6774891774891775,0.4713855421686747,0.7378892161500856,3.4777815341949463,0.1278698444366455,569463,C-1
0.6837519220912353,0.31794871794871793,0.7447447447447447,0.44564240790655885,0.8342130758694417,1.1501917839050293,0.11398720741271973,569463,C-2
0.9248424307289809,0.8903091557669441,0.9192756292203806,0.9045605557233464,0.9766904433916471,4.481452941894531,0.4698343276977539,565593,D-1
0.6015550402400763,0.02899045020463847,0.5345911949685535,0.05499838240051763,0.6295052036746677,4.168539047241211,0.41458797454833984,565593,D-11
0.9154515221284216,0.8470273881095525,0.9258853596202994,0.8847025989883133,0.9232257027537383,0.3969855308532715,0.4366590976715088,565593,D-12
0.6117942615364274,0.057227919285478004,0.667953667953668,0.10542352224253504,0.6367193942495148,2.323399782180786,0.4306032657623291,565593,D-13
0.7508910891089109,0.39544103072348863,0.9545454545454546,0.5592151366503153,0.9468637237915083,6.0466344356536865,0.14944171905517578,569463,D-14
0.6384839650145773,0.4471445929526124,0.5601217656012176,0.4972972972972973,0.621899773699369,3.3377931118011475,0.12415742874145508,569463,D-15
0.6092778574844572,0.45933014354066987,0.5126835781041389,0.48454258675078865,0.6786077412705266,2.3615221977233887,0.12430500984191895,569463,D-16
0.8020011771630371,0.8821102269378132,0.7001169590643275,0.7806468440271257,0.8710404922258252,4.64541220664978,0.4769246578216553,565593,D-2
0.964168618266979,0.9490632318501171,0.9608772969768821,0.9549337260677467,0.9736335751451342,4.665141344070435,0.4890599250793457,565593,D-3
0.9746805207213664,0.9533910965043323,0.9827533107483831,0.9678495602062481,0.9967825277896906,4.56797456741333,0.47330451011657715,565593,D-4
0.5887353878852285,0.010627698439056792,0.21476510067114093,0.020253164556962026,0.22352158447107745,4.1318464279174805,0.4240915775299072,565593,D-5
0.58620246659815,0.011560693641618497,0.2011173184357542,0.021864561190403888,0.46587918122082284,4.174930095672607,0.4548373222351074,565593,D-6
0.7494033412887828,0.6345834716229671,0.7078859681599408,0.6692334616730836,0.8448827471077487,4.252447605133057,0.45915675163269043,565593,D-7
0.9431438127090301,0.2028397565922921,0.6711409395973155,0.3115264797507788,0.7951449004290901,4.322334051132202,0.4449582099914551,565593,D-8
0.9178757185874623,0.7119938884644768,0.8069264069264069,0.7564935064935064,0.8843901776433073,4.2097859382629395,0.4159080982208252,565593,D-9
0.6279705323193916,0.1391614629794826,0.6647727272727273,0.23014507007622326,0.5992511301749339,4.68895959854126,0.490415096282959,565593,E-1
0.6364069006543724,0.12254610350981558,0.7953667953667953,0.21237113402061855,0.7110281911537142,4.739368200302124,0.4854280948638916,565593,E-10
0.6388162586165914,0.12150920974450387,0.8329938900203666,0.21208192896033187,0.7408843211635001,4.752767562866211,0.48375463485717773,565593,E-11
0.5777460770328102,0.08747396608152336,0.3774069319640565,0.14202898550724638,0.44525687142865067,4.683673858642578,0.48218631744384766,565593,E-12
0.5775175644028103,0.05357142857142857,0.3279569892473118,0.09209864116758933,0.4240292225607976,4.694447755813599,0.48987293243408203,565593,E-13
0.4965607210626186,0.09225749035894393,0.20788770053475936,0.1277994657900144,0.2133072854023648,4.6754374504089355,0.48011207580566406,565593,E-2
0.44352382112830513,0.29363387145903136,0.3001245330012453,0.2968437259430331,0.277560125505331,4.686491966247559,0.46515560150146484,565593,E-3
0.31511994184637754,0.08358570563294973,0.09507406131588013,0.08896051571313457,0.07730897602175056,4.683236598968506,0.46793484687805176,565593,E-4
0.5800585794483769,0.039048200122025624,0.3054892601431981,0.0692453340546389,0.37057486436086534,4.687222719192505,0.46508264541625977,565593,E-5
0.6102439024390244,0.0363914373088685,0.725609756097561,0.06930693069306931,0.8464353245759934,4.678330183029175,0.4730384349822998,565593,E-6
0.6338611449451887,0.09990862016448371,0.8654353562005277,0.1791370835608957,0.8490310985801979,4.46113395690918,0.47186851501464844,565593,E-7
0.6285578747628083,0.14260302401423067,0.6671289875173371,0.23497801660967269,0.6359486807667631,4.674360752105713,0.4791901111602783,565593,E-8
0.5879053889295294,0.05333739713501981,0.3897550111358575,0.0938337801608579,0.40076274806476236,4.677819728851318,0.47836971282958984,565593,E-9
0.6000707213578501,0.02946375957572186,0.5025125628140703,0.055663790704146954,0.5706298541591481,4.678480386734009,0.4830312728881836,565593,F-1
0.7513488153882243,0.6225806451612903,0.7182002706359946,0.666980835689601,0.7878025827031045,4.69121527671814,0.4868044853210449,565593,F-2
0.6122522957950701,0.03625377643504532,0.8633093525179856,0.06958538706871557,0.9139555260056426,4.698941230773926,0.47603654861450195,565593,F-3
0.625526791089705,0.09556057185854025,0.7514792899408284,0.16955941255006676,0.7997267559589158,3.66560435295105,0.19832420349121094,569463,F-4
0.6488749345892203,0.14257684761281883,0.8755020080321285,0.2452193475815523,0.8411277351218477,4.331591367721558,0.22692227363586426,569463,F-5
0.520185708518369,0.08123107971745712,0.22454672245467225,0.11930344572063727,0.3695665698572942,4.123547792434692,0.29437685012817383,569463,F-7
0.6560536237955593,0.3507853403141361,0.625,0.4493628437290409,0.7158373448801373,5.552226305007935,0.14336395263671875,569463,F-8
0.5737842036085554,0.0,0.0,0.0,0.12380816315096507,4.599427938461304,0.4793689250946045,565593,G-1
0.6114860212091998,0.038223140495867766,0.7985611510791367,0.07295432139336182,0.7007297279278515,4.071141719818115,0.4113142490386963,565593,G-2
0.6161137440758294,0.0438821268417681,0.9194630872483222,0.08376643228370528,0.657447753895124,4.259653568267822,0.44988059997558594,565593,G-3
0.6128518321826872,0.03719694453669877,0.8682170542635659,0.07133757961783439,0.9086914272131452,4.146597623825073,0.42609429359436035,565593,G-4
0.6233021077283373,0.058255269320843094,1.0,0.11009681881051175,0.9058148915058447,4.662865161895752,0.48833584785461426,565593,G-6
0.6492622020431328,0.148781259892371,0.8362989323843416,0.2526202633700618,0.8658898705248518,3.9537930488586426,0.44756436347961426,565593,G-7
0.48415250344510796,0.5246842709529277,0.39193825042881647,0.4486990672557683,0.42796901323859504,3.5902535915374756,0.131422758102417,569463,M-1
0.5842903077629765,0.6498277841561424,0.4854202401372213,0.5557191948944527,0.6898151211459538,3.574906349182129,0.13177108764648438,569463,M-2
0.600394671928959,0.2157829839704069,0.501432664756447,0.3017241379310345,0.6243361758950312,3.3657705783843994,0.12246131896972656,569463,M-3
0.5634674922600619,0.17935483870967742,0.3982808022922636,0.24733096085409254,0.6040651975165942,3.3645689487457275,0.1190946102142334,569463,M-4
0.6985928279618702,0.3496027241770715,0.7719298245614035,0.48125,0.7780746211426572,3.3480706214904785,0.13230586051940918,569463,M-5
0.7013853258081068,0.25384615384615383,1.0,0.4049079754601227,0.9988880812695776,2.519155979156494,0.11714911460876465,569463,M-6
