Channel,Accuracy,Precision,Recall,F1,AUC,TrainingTime,InferenceTime,Parameters
A-1,0.6015222482435597,0.028688524590163935,0.5355191256830601,0.054459572103362046,0.6830215303292747,1.4600732326507568,1.1183741092681885,47993
A-2,0.5734578960839519,0.0003198976327575176,0.004784688995215311,0.0005997001499250374,0.17909899367389248,0.7739033699035645,0.029146432876586914,47993
A-3,0.569895126465145,0.006169031462060457,0.07042253521126761,0.011344299489506523,0.3225529497146541,0.7942039966583252,0.03004002571105957,47993
A-4,0.5738095238095238,0.0,0.0,0.0,0.2849466702049517,0.7844541072845459,0.028754711151123047,47993
A-5,0.586762464620074,0.023952095808383235,0.2953020134228188,0.044310171198388724,0.6832981955913712,0.22251534461975098,0.017522335052490234,47993
A-6,0.6237077877325982,0.06950028719126938,0.8705035971223022,0.12872340425531914,0.9308164289640902,0.220872163772583,0.01699542999267578,47993
A-7,0.3445082639784316,0.036635404454865184,0.051440329218107,0.04279356384799726,0.06429203065273656,0.8379390239715576,0.031381845474243164,47993
A-8,0.6571601208459215,0.6462235649546828,0.5621550591327201,0.6012649332396346,0.7095053899996178,0.22558188438415527,0.030158519744873047,47993
A-9,0.6544276457883369,0.6475704859028194,0.5587474120082816,0.5998888580161156,0.7339318136553328,0.22865724563598633,0.029845714569091797,47993
B-1,0.5922708962739174,0.016991818753933293,0.31952662721893493,0.03226770242007768,0.6054628132194297,0.7090857028961182,0.030356407165527344,47993
C-1,0.6682070240295749,0.35219399538106233,0.6601731601731602,0.45933734939759036,0.7052589009110748,0.6764543056488037,0.010399818420410156,57623
C-2,0.7134802665299846,0.35512820512820514,0.8318318318318318,0.4977538185085355,0.7893944624476145,0.2710988521575928,0.010128021240234375,57623
D-1,0.9203234629563563,0.8846611177170036,0.9134438305709024,0.8988221081244337,0.971962747135942,0.8306465148925781,0.03142380714416504,47993
D-11,0.5805483562951849,0.002728512960436562,0.050314465408805034,0.00517631834357813,0.40073293415694156,0.7598469257354736,0.027580738067626953,47993
D-12,0.898695318495779,0.8113207547169812,0.9262504563709383,0.8649846573474258,0.9343869598568251,0.22695493698120117,0.02876424789428711,47993
D-13,0.6128520428401428,0.05884297520661157,0.6872586872586872,0.10840438489646773,0.6448383918263436,0.4632985591888428,0.028166532516479492,47993
D-14,0.6221782178217822,0.23465346534653464,0.5669856459330144,0.3319327731092437,0.6887999218826286,1.1294341087341309,0.011273860931396484,57623
D-15,0.640427599611273,0.44957472660996356,0.563165905631659,0.5,0.6931795836198757,0.6471834182739258,0.008971452713012695,57623
D-16,0.6121472979435677,0.46291866028708134,0.5166889185580774,0.48832807570977915,0.6010537646817714,0.46364498138427734,0.009927034378051758,57623
D-2,0.6043555032371983,0.6344908769864627,0.504327485380117,0.5619705460706373,0.6492207810204816,0.8280770778656006,0.0307314395904541,47993
D-3,0.9627634660421546,0.9473067915690867,0.9590989922940131,0.9531664212076584,0.9742426944127177,0.847914457321167,0.03299593925476074,47993
D-4,0.9725307536128031,0.9504329650641983,0.9802894979981521,0.9651303820497271,0.9940182486045224,0.8221981525421143,0.03099989891052246,47993
D-5,0.5887353878852285,0.010627698439056792,0.21476510067114093,0.020253164556962026,0.223503393904887,0.7523620128631592,0.027437448501586914,47993
D-6,0.6039311408016445,0.03371868978805395,0.5865921787709497,0.06377163680534467,0.5992499788804042,0.7545039653778076,0.029021501541137695,47993
D-7,0.5531689207106868,0.3891282731189924,0.4346538319141059,0.41063308849247987,0.5860188882433239,0.757392168045044,0.027797222137451172,47993
D-8,0.6108824286081811,0.03762057877813505,0.785234899328859,0.07180116600184105,0.7801113433821102,0.7702345848083496,0.028983354568481445,47993
D-9,0.7148918696961402,0.3412046543463381,0.8632034632034632,0.4890851116016679,0.8517716824983936,0.7552344799041748,0.027127504348754883,47993
E-1,0.5565589353612167,0.05020796197266786,0.24005681818181818,0.08304668304668304,0.3133549987033195,0.8406527042388916,0.03245210647583008,47993
E-10,0.5930993456276026,0.06841165972635337,0.444015444015444,0.11855670103092783,0.47937603690741765,0.8420734405517578,0.03106522560119629,47993
E-11,0.5936534347516045,0.06506238859180036,0.4460285132382892,0.11355976147264714,0.488216265876783,0.8401663303375244,0.03188061714172363,47993
E-12,0.5494531621493105,0.05260029717682021,0.22721437740693196,0.08542471042471042,0.2417213481022121,0.8567702770233154,0.03162789344787598,47993
E-13,0.5763466042154567,0.052107728337236536,0.31899641577060933,0.08958228485153498,0.4268861210124213,0.8438467979431152,0.03174853324890137,47993
E-2,0.4498339658444023,0.03409427809072043,0.0768716577540107,0.04723762579585131,0.2316829885461577,0.8445267677307129,0.03190493583679199,47993
E-3,0.32021445107834773,0.139506548888212,0.14259028642590285,0.14103156274056966,0.13248460166268383,0.8505492210388184,0.03041243553161621,47993
E-4,0.31560455536709475,0.08419139915202907,0.0957630037891836,0.08960515713134569,0.0832092127483584,0.8595795631408691,0.031176090240478516,47993
E-5,0.5800585794483769,0.039048200122025624,0.3054892601431981,0.0692453340546389,0.38540760807004887,0.8468091487884521,0.031270742416381836,47993
E-6,0.6090243902439024,0.036280487804878046,0.725609756097561,0.06910569105691057,0.7181008631888209,0.8721256256103516,0.03186845779418945,47993
E-7,0.6352009744214373,0.10170523751522534,0.8812664907651715,0.18236418236418236,0.8655644015446359,0.822364330291748,0.03172492980957031,47993
E-8,0.5834914611005693,0.08627334716869256,0.40360610263522884,0.14215925744992672,0.511253714500117,0.8666274547576904,0.032132863998413086,47993
E-9,0.5886369178249208,0.054251752514477294,0.39643652561247217,0.09544235924932976,0.4914827136388328,0.8573267459869385,0.031033992767333984,47993
F-1,0.5871051390853371,0.013258691809074838,0.22613065326633167,0.025048705816866128,0.41388657226991926,0.8652763366699219,0.03271341323852539,47993
F-2,0.7647196809758386,0.6392961876832844,0.7374830852503383,0.6848884699968583,0.7970897216627837,0.8540892601013184,0.03322124481201172,47993
F-3,0.6146689221846302,0.03927492447129909,0.935251798561151,0.07538416932444186,0.8999171561116596,0.869673490524292,0.032833099365234375,47993
F-4,0.6291390728476821,0.1000752445447705,0.7869822485207101,0.17757009345794392,0.8164498167425782,0.7090833187103271,0.015635967254638672,57623
F-5,0.6368393511250654,0.12753433616742968,0.7831325301204819,0.21934758155230596,0.8459227337561834,0.8100342750549316,0.01748061180114746,57623
F-7,0.5004037141703673,0.056508577194752774,0.15620641562064155,0.08299370137087811,0.3257097186932282,0.7979137897491455,0.022606372833251953,57623
F-8,0.6560536237955593,0.3507853403141361,0.625,0.4493628437290409,0.7232435875726715,1.047865390777588,0.011157035827636719,57623
G-1,0.5737842036085554,0.0,0.0,0.0,0.13872034064487213,0.8553016185760498,0.03261876106262207,47993
G-2,0.5999173667538906,0.023760330578512397,0.49640287769784175,0.045349983568846536,0.6380846460152855,0.747255802154541,0.028211355209350586,47993
G-3,0.5957474061739465,0.01857188600704451,0.38926174496644295,0.035452322738386305,0.6364954138410329,0.7935705184936523,0.03133392333984375,47993
G-4,0.6107275624004248,0.03484898771988052,0.813953488372093,0.0668364099299809,0.8767145521352647,0.7798223495483398,0.029391765594482422,47993
G-6,0.6233021077283373,0.058255269320843094,1.0,0.11009681881051175,0.905379914799992,0.8716654777526855,0.032071828842163086,47993
G-7,0.6483793668810695,0.14911727616645648,0.8416370106761566,0.2533476164970541,0.8875931283442996,0.7346718311309814,0.03119683265686035,47993
M-1,0.46669728984841524,0.5028702640642939,0.37564322469982847,0.43004418262150224,0.477610351315631,0.7009177207946777,0.010303974151611328,57623
M-2,0.712907671107028,0.8105625717566016,0.6054888507718696,0.6931762395679921,0.8364313308325402,0.705819845199585,0.01018071174621582,57623
M-3,0.5895411938825851,0.20221948212083848,0.4699140401146132,0.2827586206896552,0.6054997933820793,0.6554408073425293,0.01043391227722168,57623
M-4,0.5521155830753354,0.16516129032258065,0.3667621776504298,0.2277580071174377,0.4684894898847918,0.6739099025726318,0.009279489517211914,57623
M-5,0.6586472991375397,0.2996594778660613,0.6616541353383458,0.4125,0.6962708878626722,0.6504349708557129,0.010916471481323242,57623
M-6,0.7013853258081068,0.25384615384615383,1.0,0.4049079754601227,0.9899018742536733,0.5138087272644043,0.009074687957763672,57623
M-7,0.6454280155642024,0.17761557177615572,0.7336683417085427,0.2859941234084231,0.864554327913125,0.5175929069519043,0.01013040542602539,57623
P-1,0.5344437834622249,0.07346817370612731,0.23636363636363636,0.11209439528023599,0.36969393592677346,0.857597827911377,0.03231310844421387,47993
P-10,0.6381666666666667,0.09541666666666666,1.0,0.17421072651198174,0.8209236212685169,1.3633625507354736,0.025866031646728516,57623
P-11,0.6355167394468705,0.19868995633187772,0.6438679245283019,0.303670745272525,0.6892906042623588,1.26637864112854,0.01600027084350586,57623
P-14,0.6325,0.09875,0.8494623655913979,0.1769316909294513,0.7655528052029905,0.9177939891815186,0.026107072830200195,57623
P-15,0.5678519593613933,0.013611615245009074,0.12605042016806722,0.02457002457002457,0.5102277543554395,1.1649935245513916,0.01177835464477539,57623
P-2,0.7143914169441361,0.3471023427866831,0.850453172205438,0.4929947460595447,0.9248676995415959,0.8441991806030273,0.03184080123901367,47993
P-3,0.47777910163231263,0.06076854334226988,0.14225941422594143,0.08515967438948027,0.3119320314662309,0.869551420211792,0.03357887268066406,47993
P-4,0.6386828061954966,0.16823950536934593,0.7014925373134329,0.2713910761154856,0.68521246084839,0.7774269580841064,0.030331134796142578,47993
P-7,0.7424413498933634,0.4523212045169385,0.8244711263579189,0.5841604213084869,0.8144432167603144,0.8637833595275879,0.030327796936035156,47993
R-1,0.6107222844344905,0.04478656403079076,0.7150837988826816,0.0842937108989134,0.7218213974902445,0.8750102519989014,0.027985572814941406,47993
S-1,0.5632692573641267,0.048409405255878286,0.2564102564102564,0.08144269924374636,0.3223236374694864,0.8510696887969971,0.028611421585083008,47993
S-2,0.6050955414012739,0.085383502170767,0.5412844036697247,0.1475,0.5880291672809335,0.29636168479919434,0.007939577102661133,57623
T-1,0.753641917293233,0.44640234948604995,0.8775981524249422,0.5917850885730971,0.8053860781268095,0.86940598487854,0.03274846076965332,47993
T-12,0.6596566523605151,0.19206008583690987,0.817351598173516,0.3110338835794961,0.8068586162069092,0.37392401695251465,0.011088848114013672,57623
T-13,0.6334763948497855,0.2821888412017167,0.5870535714285714,0.38115942028985506,0.7050001423257933,0.3797883987426758,0.01072382926940918,57623
T-2,0.7543695014662757,0.45454545454545453,0.8688340807174888,0.5968425105891413,0.8384476096013751,0.8651361465454102,0.03322243690490723,47993
T-3,0.6122184219837244,0.07134433962264151,0.6368421052631579,0.1283138918345705,0.6945920873922057,0.8653504848480225,0.03302621841430664,47993
T-4,0.5833726972130373,0.07792207792207792,0.39520958083832336,0.1301775147928994,0.48168585905112854,0.7310361862182617,0.011042356491088867,57623
T-5,0.5774315391879131,0.0448642266824085,0.3064516129032258,0.07826982492276004,0.41192529200504735,0.7385478019714355,0.009882688522338867,57623
T-8,0.689922480620155,0.375,0.714765100671141,0.49191685912240185,0.7216112172137773,0.248887300491333,0.0069425106048583984,57623
T-9,0.8524096385542169,0.678391959798995,0.9342560553633218,0.7860262008733624,0.9628480396235373,0.19197416305541992,0.005820035934448242,57623
