Accuracy,Precision,Recall,F1,AUC,TrainingTime,InferenceTime,Parameters,Channel
0.6015222482435597,0.028688524590163935,0.5355191256830601,0.054459572103362046,0.6830110682383344,2.0728187561035156,1.603736162185669,47993,A-1
0.5732019452265165,0.0,0.0,0.0,0.17950164994699408,1.38818359375,0.02935481071472168,47993,A-2
0.569895126465145,0.006169031462060457,0.07042253521126761,0.011344299489506523,0.3195074744593375,1.3315963745117188,0.029932737350463867,47993,A-3
0.5738095238095238,0.0,0.0,0.0,0.28367338017250987,1.3247778415679932,0.0294950008392334,47993,A-4
0.586762464620074,0.023952095808383235,0.2953020134228188,0.044310171198388724,0.6832332562115272,0.40552544593811035,0.01963663101196289,47993,A-5
0.6227888812313347,0.06835152211372775,0.8561151079136691,0.12659574468085105,0.9288428772881079,0.38694262504577637,0.0176389217376709,47993,A-6
0.34990036338061187,0.04337631887456037,0.060905349794238686,0.05066757959602876,0.06699063703379936,1.4255363941192627,0.03334784507751465,47993,A-7
0.6571601208459215,0.6462235649546828,0.5621550591327201,0.6012649332396346,0.7126351174570138,0.39868998527526855,0.032052040100097656,47993,A-8
0.6544276457883369,0.6475704859028194,0.5587474120082816,0.5998888580161156,0.7352376783803687,0.4011502265930176,0.03007817268371582,47993,A-9
0.5912638469284995,0.015733165512901194,0.2958579881656805,0.02987750224081267,0.5960292243003102,1.188551425933838,0.030020713806152344,47993,B-1
0.666358595194085,0.34988452655889146,0.6558441558441559,0.4563253012048193,0.7053759010280749,1.128852128982544,0.010132551193237305,57623,C-1
0.7186058431573552,0.36153846153846153,0.8468468468468469,0.5067385444743935,0.7900496293574167,0.3995089530944824,0.008195161819458008,57623,C-2
0.9205613033654418,0.8849583828775267,0.9137507673419276,0.8991241316822712,0.9718839124731452,1.4637203216552734,0.030810832977294922,47993,D-1
0.5816396126040103,0.004092769440654843,0.07547169811320754,0.007764477515367195,0.40875680055561986,1.3104047775268555,0.026676654815673828,47993,D-11
0.8984394985929905,0.8110009593859929,0.9258853596202994,0.8646437095124446,0.9327105626680773,0.2547609806060791,0.02727794647216797,47993,D-12
0.612587597514214,0.058512396694214874,0.6833976833976834,0.10779537149817296,0.6451323017588076,0.7595758438110352,0.027953386306762695,47993,D-13
0.6221782178217822,0.23465346534653464,0.5669856459330144,0.3319327731092437,0.6854674439042336,1.874155044555664,0.011432647705078125,57623,D-14
0.6394557823129252,0.44835965978128794,0.5616438356164384,0.49864864864864866,0.692484276832052,1.0755615234375,0.009219646453857422,57623,D-15
0.610234337637494,0.4605263157894737,0.514018691588785,0.48580441640378547,0.6003822284655747,0.7641005516052246,0.0087890625,57623,D-16
0.6081224249558563,0.6391995291347852,0.5080701754385964,0.5661410139450019,0.6601304841883541,1.4020931720733643,0.03214669227600098,47993,D-2
0.9627634660421546,0.9473067915690867,0.9590989922940131,0.9531664212076584,0.974321982613509,1.3916118144989014,0.031722307205200195,47993,D-3
0.9722918906007405,0.9501343684681994,0.9799815214043732,0.9648271679805943,0.993552017943632,1.3922333717346191,0.03258180618286133,47993,D-4
0.5888682252922423,0.0106312292358804,0.21476510067114093,0.02025957581513137,0.2235334083391013,1.2566742897033691,0.028760910034179688,47993,D-5
0.6039311408016445,0.03371868978805395,0.5865921787709497,0.06377163680534467,0.6005693108400457,1.2621660232543945,0.029932737350463867,47993,D-6
0.5534341023601167,0.38945972820682795,0.43502406516105147,0.41098286114025884,0.5854382621720967,1.26649808883667,0.028280258178710938,47993,D-7
0.6111396964239774,0.037942122186495175,0.7919463087248322,0.07241485118134397,0.8107162504125868,1.267401933670044,0.02960824966430664,47993,D-8
0.7146181220914317,0.3408624229979466,0.8623376623376623,0.48859455481972036,0.8511123732388568,1.2760848999023438,0.028293132781982422,47993,D-9
0.5563212927756654,0.049910873440285206,0.23863636363636365,0.08255528255528255,0.31079184446906827,1.4332046508789062,0.03167319297790527,47993,E-1
0.5938132064247472,0.06930398572278405,0.4498069498069498,0.12010309278350516,0.47973952053449964,1.4338829517364502,0.03199625015258789,47993,E-10
0.5912764440218683,0.06209150326797386,0.4256619144602851,0.10837438423645321,0.4854870953703325,1.4361274242401123,0.031950950622558594,47993,E-11
0.5492154065620543,0.052303120356612186,0.22593068035943517,0.08494208494208494,0.24027351004615288,1.4408082962036133,0.032351016998291016,47993,E-12
0.5763466042154567,0.052107728337236536,0.31899641577060933,0.08958228485153498,0.4269660499564881,1.4393584728240967,0.03295159339904785,47993,E-13
0.4498339658444023,0.03409427809072043,0.0768716577540107,0.04723762579585131,0.23226845983753674,1.449591875076294,0.03240656852722168,47993,E-2
0.3199707566711344,0.139201949436491,0.14227895392278955,0.14072363356428022,0.13281095541369514,1.434471607208252,0.03063488006591797,47993,E-3
0.31560455536709475,0.08419139915202907,0.0957630037891836,0.08960515713134569,0.083240048428111,1.433014154434204,0.031900644302368164,47993,E-4
0.5800585794483769,0.039048200122025624,0.3054892601431981,0.0692453340546389,0.38159728031064627,1.43345046043396,0.03181171417236328,47993,E-5
0.6090243902439024,0.036280487804878046,0.725609756097561,0.06910569105691057,0.717626625308065,1.4402213096618652,0.031297922134399414,47993,E-6
0.6352009744214373,0.10170523751522534,0.8812664907651715,0.18236418236418236,0.8657271401900775,1.4007625579833984,0.03193545341491699,47993,E-7
0.5839658444022771,0.0868662911354877,0.406380027739251,0.1431362970200293,0.5131885551397206,1.438493251800537,0.03257131576538086,47993,E-8
0.5886369178249208,0.054251752514477294,0.39643652561247217,0.09544235924932976,0.49126554071891704,1.455134630203247,0.031438350677490234,47993,E-9
0.5866336633663366,0.012669416617560401,0.21608040201005024,0.02393543000278319,0.40568624656171626,1.4417102336883545,0.032898664474487305,47993,F-1
0.7665962936898898,0.6416422287390029,0.7401894451962111,0.687401822180333,0.7970928191573357,1.4445700645446777,0.03327775001525879,47993,F-2
0.6146689221846302,0.03927492447129909,0.935251798561151,0.07538416932444186,0.899777462041673,1.4627573490142822,0.03154182434082031,47993,F-3
0.6291390728476821,0.1000752445447705,0.7869822485207101,0.17757009345794392,0.8170503530966094,1.2080166339874268,0.022418498992919922,57623,F-4
0.6363160648874935,0.12688031393067364,0.7791164658634538,0.21822272215973004,0.8446975700169836,1.375720739364624,0.017058372497558594,57623,F-5
