Accuracy,Precision,Recall,F1,AUC,TrainingTime,InferenceTime,Parameters,Machine
0.3041144901610018,0.8214285714285714,0.056511056511056514,0.10574712643678161,0.5819054700633647,1.7992329597473145,0.006541252136230469,46388,fan_id00
