Accuracy,Precision,Recall,F1,AUC,TrainingTime,InferenceTime,Parameters,Machine
0.3184257602862254,0.9642857142857143,0.06633906633906633,0.12413793103448276,0.6283137204189836,1.4275891780853271,0.0542759895324707,2823484,fan_id00
