Accuracy,Precision,Recall,F1,AUC,TrainingTime,InferenceTime,Parameters,Dataset
0.9052924791086351,1.0,0.34615384615384615,0.5142857142857142,0.9988520088566621,3.4042153358459473,0.03441214561462402,20732,ETTh1
0.8452049343414246,1.0,0.2446601941747573,0.39313572542901715,0.9984499062168966,3.4546074867248535,0.01990532875061035,20732,ETTh2
0.9948802163833076,0.974903474903475,0.926605504587156,0.9501411100658513,0.9893745620755816,17.286223888397217,0.08775758743286133,20732,ETTm1
0.9973918083462133,1.0,0.9504587155963303,0.9746001881467544,0.9987193195648493,17.843069791793823,0.08505105972290039,20732,ETTm2
