Accuracy,Precision,Recall,F1,AUC,TrainingTime,InferenceTime,Parameters,Dataset
0.9052924791086351,1.0,0.34615384615384615,0.5142857142857142,0.9923437428090756,5.189586162567139,0.025513172149658203,42215,ETTh1
0.8452049343414246,1.0,0.2446601941747573,0.39313572542901715,0.9913515457204778,5.895676612854004,0.02587127685546875,42215,ETTh2
