Accuracy,Precision,Recall,F1,AUC,TrainingTime,InferenceTime,Parameters,Dataset
0.9052924791086351,1.0,0.34615384615384615,0.5142857142857142,1.0,16.327115774154663,0.07354736328125,282119,ETTh1
0.8452049343414246,1.0,0.2446601941747573,0.39313572542901715,1.0,16.308027267456055,0.06339216232299805,282119,ETTh2
0.9973918083462133,1.0,0.9504587155963303,0.9746001881467544,1.0,67.33463263511658,0.2775437831878662,282119,ETTm1
0.9973918083462133,1.0,0.9504587155963303,0.9746001881467544,1.0,67.57968378067017,0.27050042152404785,282119,ETTm2
